produit,value,ville,year,code,parent_code,type_produit
Articles d'habillement,108.5999984741211,Safi,2019,031,03,groupe
Chaussures,103.0,Safi,2019,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",105.0,Safi,2019,04,,division
Loyers effectifs,100.19999694824219,Safi,2019,041,04,groupe
Entretien et réparation des logements,137.39999389648438,Safi,2019,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Safi,2019,044,04,groupe
"Electricité, gaz et autres combustibles",100.0,Safi,2019,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",102.4000015258789,Safi,2019,05,,division
Articles de ménage en textiles,121.4000015258789,Safi,2019,052,05,groupe
Appareils ménagers,98.4000015258789,Safi,2019,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",105.0,Safi,2019,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,101.4000015258789,Safi,2019,055,05,groupe
Biens et services liés à l'entretien courant du foyer,101.69999694824219,Safi,2019,056,05,groupe
Santé,100.30000305175781,Safi,2019,06,,division
"Produits, appareils et matériels médicaux",98.80000305175781,Safi,2019,061,06,groupe
Services ambulatoires,101.19999694824219,Safi,2019,062,06,groupe
Services hospitaliers,101.69999694824219,Safi,2019,063,06,groupe
Transport,109.69999694824219,Safi,2019,07,,division
Achat de véhicules,103.80000305175781,Safi,2019,071,07,groupe
Dépenses d'utilisation des véhicules,101.5999984741211,Safi,2019,072,07,groupe
Services de transport,119.0999984741211,Safi,2019,073,07,groupe
Communications,105.0999984741211,Safi,2019,08,,division
Services postaux,100.0,Safi,2019,081,08,groupe
Matériel de téléphonie et de télécopie,107.5999984741211,Safi,2019,082,08,groupe
Services de téléphonie et de télécopie,104.9000015258789,Safi,2019,083,08,groupe
Loisirs et culture,100.69999694824219,Safi,2019,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",97.5999984741211,Safi,2019,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",115.5999984741211,Safi,2019,093,09,groupe
Services récréatifs et culturels,103.19999694824219,Safi,2019,094,09,groupe
"Journaux, livres et articles de papeterie",102.19999694824219,Safi,2019,095,09,groupe
Forfaits touristiques,103.9000015258789,Safi,2019,0960,096,groupe
Enseignement,115.5999984741211,Safi,2019,10,,division
Enseignement préélémentaire et primaire,116.5,Safi,2019,101,10,groupe
Enseignement secondaire,122.9000015258789,Safi,2019,102,10,groupe
Enseignement postsecondaire non supérieur,106.0999984741211,Safi,2019,103,10,groupe
Enseignement non défini par niveau,100.0,Safi,2019,105,10,groupe
Restaurants et hôtels,104.0,Safi,2019,11,,division
Services de restauration,104.5,Safi,2019,111,11,groupe
Services d'hébergement,102.69999694824219,Safi,2019,112,11,groupe
Biens et services divers,105.19999694824219,Safi,2019,12,,division
Soins corporels,106.30000305175781,Safi,2019,121,12,groupe
Effets personnels non classés ailleurs,109.80000305175781,Safi,2019,123,12,groupe
Assurance,100.0,Safi,2019,125,12,groupe
Services financiers,96.9000015258789,Safi,2019,126,12,groupe
Autres services,103.19999694824219,Safi,2019,127,12,groupe
Indice général,104.5,Safi,2019,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",101.9000015258789,Safi,2019,,,total
Autres biens durables à fonction  récréative et culturelle,111.0999984741211,Safi,2019,,,total
Variation (en %),1.6536965370178223,Safi,2019,,,total
Produits alimentaires et boissons non alcoolisées,98.5999984741211,Settat,2019,01,,division
Produits alimentaires,98.5999984741211,Settat,2019,011,01,groupe
Boissons non alcoolisées,98.19999694824219,Settat,2019,012,01,groupe
Boissons alcoolisées et tabac,116.19999694824219,Settat,2019,02,,division
Boissons alcoolisées,97.9000015258789,Settat,2019,021,02,groupe
Tabac,117.4000015258789,Settat,2019,022,02,groupe
Articles d'habillement et chaussures,101.0999984741211,Settat,2019,03,,division
Articles d'habillement,101.19999694824219,Settat,2019,031,03,groupe
Chaussures,100.30000305175781,Settat,2019,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",100.19999694824219,Settat,2019,04,,division
Loyers effectifs,101.0,Settat,2019,041,04,groupe
Entretien et réparation des logements,100.0,Settat,2019,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Settat,2019,044,04,groupe
"Electricité, gaz et autres combustibles",100.0,Settat,2019,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",103.30000305175781,Settat,2019,05,,division
Articles de ménage en textiles,101.30000305175781,Settat,2019,052,05,groupe
Appareils ménagers,100.0,Settat,2019,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",99.30000305175781,Settat,2019,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,99.80000305175781,Settat,2019,055,05,groupe
Biens et services liés à l'entretien courant du foyer,107.0999984741211,Settat,2019,056,05,groupe
Santé,99.69999694824219,Settat,2019,06,,division
"Produits, appareils et matériels médicaux",98.9000015258789,Settat,2019,061,06,groupe
Services ambulatoires,100.4000015258789,Settat,2019,062,06,groupe
Services hospitaliers,100.0,Settat,2019,063,06,groupe
Transport,101.69999694824219,Settat,2019,07,,division
Achat de véhicules,102.0999984741211,Settat,2019,071,07,groupe
Dépenses d'utilisation des véhicules,101.5999984741211,Settat,2019,072,07,groupe
Services de transport,101.80000305175781,Settat,2019,073,07,groupe
Communications,102.4000015258789,Settat,2019,08,,division
Services postaux,100.0,Settat,2019,081,08,groupe
Matériel de téléphonie et de télécopie,100.0,Settat,2019,082,08,groupe
Services de téléphonie et de télécopie,102.9000015258789,Settat,2019,083,08,groupe
Loisirs et culture,101.0999984741211,Settat,2019,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",100.69999694824219,Settat,2019,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",100.0,Settat,2019,093,09,groupe
Services récréatifs et culturels,100.0,Settat,2019,094,09,groupe
"Journaux, livres et articles de papeterie",100.0,Settat,2019,095,09,groupe
Forfaits touristiques,105.9000015258789,Settat,2019,0960,096,groupe
Enseignement,101.69999694824219,Settat,2019,10,,division
Enseignement préélémentaire et primaire,100.0,Settat,2019,101,10,groupe
Enseignement secondaire,102.0999984741211,Settat,2019,102,10,groupe
Enseignement postsecondaire non supérieur,100.0,Settat,2019,103,10,groupe
Enseignement supérieur,104.69999694824219,Settat,2019,104,10,groupe
Enseignement non défini par niveau,87.5,Settat,2019,105,10,groupe
Restaurants et hôtels,101.0999984741211,Settat,2019,11,,division
Services de restauration,101.0999984741211,Settat,2019,111,11,groupe
Services d'hébergement,100.0,Settat,2019,112,11,groupe
Biens et services divers,106.80000305175781,Settat,2019,12,,division
Soins corporels,108.19999694824219,Settat,2019,121,12,groupe
Effets personnels non classés ailleurs,99.5999984741211,Settat,2019,123,12,groupe
Assurance,100.0,Settat,2019,125,12,groupe
Services financiers,100.0,Settat,2019,126,12,groupe
Autres biens durables à fonction  récréative et culturelle,100.0,Settat,2019,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",101.19999694824219,Settat,2019,,,total
Produits alimentaires et boissons non alcoolisées,100.69999694824219,Tanger,2019,01,,division
Produits alimentaires,100.80000305175781,Tanger,2019,011,01,groupe
Boissons non alcoolisées,99.4000015258789,Tanger,2019,012,01,groupe
Boissons alcoolisées et tabac,120.69999694824219,Tanger,2019,02,,division
Boissons alcoolisées,96.0999984741211,Tanger,2019,021,02,groupe
Tabac,121.0999984741211,Tanger,2019,022,02,groupe
Articles d'habillement et chaussures,99.9000015258789,Tanger,2019,03,,division
Articles d'habillement,99.69999694824219,Tanger,2019,031,03,groupe
Chaussures,100.4000015258789,Tanger,2019,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",101.0999984741211,Tanger,2019,04,,division
Loyers effectifs,100.19999694824219,Tanger,2019,041,04,groupe
Entretien et réparation des logements,105.4000015258789,Tanger,2019,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Tanger,2019,044,04,groupe
"Electricité, gaz et autres combustibles",100.5,Tanger,2019,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",99.80000305175781,Tanger,2019,05,,division
Articles de ménage en textiles,100.5,Tanger,2019,052,05,groupe
Appareils ménagers,96.5,Tanger,2019,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",98.9000015258789,Tanger,2019,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,99.4000015258789,Tanger,2019,055,05,groupe
Biens et services liés à l'entretien courant du foyer,101.0999984741211,Tanger,2019,056,05,groupe
Santé,103.19999694824219,Tanger,2019,06,,division
"Produits, appareils et matériels médicaux",98.9000015258789,Tanger,2019,061,06,groupe
Services ambulatoires,106.5999984741211,Tanger,2019,062,06,groupe
Services hospitaliers,105.0999984741211,Tanger,2019,063,06,groupe
Transport,101.69999694824219,Tanger,2019,07,,division
Achat de véhicules,102.0,Tanger,2019,071,07,groupe
Dépenses d'utilisation des véhicules,101.5999984741211,Tanger,2019,072,07,groupe
Services de transport,101.5999984741211,Tanger,2019,073,07,groupe
Communications,103.4000015258789,Tanger,2019,08,,division
Services postaux,100.4000015258789,Tanger,2019,081,08,groupe
Matériel de téléphonie et de télécopie,96.19999694824219,Tanger,2019,082,08,groupe
Services de téléphonie et de télécopie,104.5999984741211,Tanger,2019,083,08,groupe
Loisirs et culture,99.69999694824219,Tanger,2019,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",92.5,Tanger,2019,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",104.19999694824219,Tanger,2019,093,09,groupe
Services récréatifs et culturels,99.5,Tanger,2019,094,09,groupe
"Journaux, livres et articles de papeterie",100.0999984741211,Tanger,2019,095,09,groupe
Forfaits touristiques,109.5,Tanger,2019,0960,096,groupe
Enseignement,100.69999694824219,Tanger,2019,10,,division
Enseignement préélémentaire et primaire,104.4000015258789,Tanger,2019,101,10,groupe
Enseignement secondaire,105.69999694824219,Tanger,2019,102,10,groupe
Enseignement postsecondaire non supérieur,92.80000305175781,Tanger,2019,103,10,groupe
Enseignement supérieur,100.0,Tanger,2019,104,10,groupe
Enseignement non défini par niveau,100.0,Tanger,2019,105,10,groupe
Restaurants et hôtels,100.80000305175781,Tanger,2019,11,,division
Services de restauration,101.0999984741211,Tanger,2019,111,11,groupe
Services d'hébergement,98.19999694824219,Tanger,2019,112,11,groupe
Biens et services divers,102.0,Tanger,2019,12,,division
Soins corporels,102.69999694824219,Tanger,2019,121,12,groupe
Effets personnels non classés ailleurs,101.5,Tanger,2019,123,12,groupe
Assurance,99.69999694824219,Tanger,2019,125,12,groupe
Services financiers,101.19999694824219,Tanger,2019,126,12,groupe
Autres services,102.5,Tanger,2019,127,12,groupe
Autres biens durables à fonction  récréative et culturelle,107.69999694824219,Tanger,2019,,,total
Variation (en %),-0.19685038924217224,Tanger,2019,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",100.0999984741211,Tanger,2019,,,total
Indice général,101.4000015258789,Tanger,2019,,,total
Produits alimentaires et boissons non alcoolisées,100.0999984741211,Tétouan,2019,01,,division
Produits alimentaires,100.0999984741211,Tétouan,2019,011,01,groupe
Boissons non alcoolisées,100.4000015258789,Tétouan,2019,012,01,groupe
Boissons alcoolisées et tabac,121.0999984741211,Tétouan,2019,02,,division
Boissons alcoolisées,121.0999984741211,Tétouan,2019,021,02,groupe
Articles d'habillement et chaussures,101.0,Tétouan,2019,03,,division
Articles d'habillement,101.30000305175781,Tétouan,2019,031,03,groupe
Chaussures,99.30000305175781,Tétouan,2019,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",101.0999984741211,Tétouan,2019,04,,division
Loyers effectifs,100.69999694824219,Tétouan,2019,041,04,groupe
Entretien et réparation des logements,106.0,Tétouan,2019,043,04,groupe
Alimentation en eau et services divers liés au logement,101.5999984741211,Tétouan,2019,044,04,groupe
"Electricité, gaz et autres combustibles",100.0999984741211,Tétouan,2019,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",98.4000015258789,Tétouan,2019,05,,division
Articles de ménage en textiles,100.30000305175781,Tétouan,2019,052,05,groupe
Appareils ménagers,95.0999984741211,Tétouan,2019,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",102.30000305175781,Tétouan,2019,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,99.0999984741211,Tétouan,2019,055,05,groupe
Biens et services liés à l'entretien courant du foyer,107.80000305175781,Tétouan,2019,056,05,groupe
Santé,101.0999984741211,Tétouan,2019,06,,division
"Produits, appareils et matériels médicaux",98.80000305175781,Tétouan,2019,061,06,groupe
Services ambulatoires,103.0,Tétouan,2019,062,06,groupe
Services hospitaliers,100.80000305175781,Tétouan,2019,063,06,groupe
Transport,101.5999984741211,Tétouan,2019,07,,division
Achat de véhicules,96.9000015258789,Tétouan,2019,071,07,groupe
Dépenses d'utilisation des véhicules,102.69999694824219,Tétouan,2019,072,07,groupe
Services de transport,100.69999694824219,Tétouan,2019,073,07,groupe
Communications,99.19999694824219,Tétouan,2019,08,,division
Services postaux,99.9000015258789,Tétouan,2019,081,08,groupe
Matériel de téléphonie et de télécopie,70.80000305175781,Tétouan,2019,082,08,groupe
Services de téléphonie et de télécopie,104.30000305175781,Tétouan,2019,083,08,groupe
Loisirs et culture,96.80000305175781,Tétouan,2019,09,,division
"Journaux, livres et articles de papeterie",100.0,Tétouan,2019,095,09,groupe
Forfaits touristiques,109.5999984741211,Tétouan,2019,0960,096,groupe
Enseignement,106.0999984741211,Tétouan,2019,10,,division
Enseignement préélémentaire et primaire,113.0999984741211,Tétouan,2019,101,10,groupe
Enseignement secondaire,102.5999984741211,Tétouan,2019,102,10,groupe
Enseignement postsecondaire non supérieur,106.0999984741211,Tétouan,2019,103,10,groupe
Enseignement non défini par niveau,100.0,Tétouan,2019,105,10,groupe
Restaurants et hôtels,101.0999984741211,Tétouan,2019,11,,division
Services de restauration,101.80000305175781,Tétouan,2019,111,11,groupe
Services d'hébergement,99.5999984741211,Tétouan,2019,112,11,groupe
Biens et services divers,101.4000015258789,Tétouan,2019,12,,division
Soins corporels,102.0,Tétouan,2019,121,12,groupe
Effets personnels non classés ailleurs,100.5,Tétouan,2019,123,12,groupe
Assurance,99.30000305175781,Tétouan,2019,125,12,groupe
Services financiers,99.9000015258789,Tétouan,2019,126,12,groupe
Autres services,101.80000305175781,Tétouan,2019,127,12,groupe
Indice général,101.0999984741211,Tétouan,2019,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",91.19999694824219,Tétouan,2019,,,total
Produits alimentaires et boissons non alcoolisées,103.30000305175781,Agadir,2020,01,,division
Produits alimentaires,103.5999984741211,Agadir,2020,011,01,groupe
Boissons non alcoolisées,98.30000305175781,Agadir,2020,012,01,groupe
Boissons alcoolisées et tabac,120.80000305175781,Agadir,2020,02,,division
Boissons alcoolisées,100.4000015258789,Agadir,2020,021,02,groupe
Tabac,122.0999984741211,Agadir,2020,022,02,groupe
Articles d'habillement et chaussures,97.9000015258789,Agadir,2020,03,,division
Articles d'habillement,96.69999694824219,Agadir,2020,031,03,groupe
Chaussures,102.80000305175781,Agadir,2020,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",101.4000015258789,Agadir,2020,04,,division
Loyers effectifs,101.5999984741211,Agadir,2020,041,04,groupe
Entretien et réparation des logements,106.9000015258789,Agadir,2020,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Agadir,2020,044,04,groupe
"Electricité, gaz et autres combustibles",100.0,Agadir,2020,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",102.4000015258789,Agadir,2020,05,,division
Articles de ménage en textiles,100.69999694824219,Agadir,2020,052,05,groupe
Appareils ménagers,99.69999694824219,Agadir,2020,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",102.5999984741211,Agadir,2020,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,103.19999694824219,Agadir,2020,055,05,groupe
Biens et services liés à l'entretien courant du foyer,103.9000015258789,Agadir,2020,056,05,groupe
Santé,101.0,Agadir,2020,06,,division
"Produits, appareils et matériels médicaux",98.19999694824219,Agadir,2020,061,06,groupe
Services ambulatoires,103.80000305175781,Agadir,2020,062,06,groupe
Services hospitaliers,100.4000015258789,Agadir,2020,063,06,groupe
Transport,101.5,Agadir,2020,07,,division
Achat de véhicules,102.0999984741211,Agadir,2020,071,07,groupe
Dépenses d'utilisation des véhicules,95.19999694824219,Agadir,2020,072,07,groupe
Services de transport,109.5999984741211,Agadir,2020,073,07,groupe
Communications,102.4000015258789,Agadir,2020,08,,division
Services postaux,100.0,Agadir,2020,081,08,groupe
Matériel de téléphonie et de télécopie,93.5999984741211,Agadir,2020,082,08,groupe
Services de téléphonie et de télécopie,103.69999694824219,Agadir,2020,083,08,groupe
Loisirs et culture,101.30000305175781,Agadir,2020,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",98.80000305175781,Agadir,2020,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",106.5,Agadir,2020,093,09,groupe
Services récréatifs et culturels,111.0999984741211,Agadir,2020,094,09,groupe
"Journaux, livres et articles de papeterie",100.30000305175781,Agadir,2020,095,09,groupe
Forfaits touristiques,103.19999694824219,Agadir,2020,0960,096,groupe
Enseignement,108.69999694824219,Agadir,2020,10,,division
Enseignement préélémentaire et primaire,116.69999694824219,Agadir,2020,101,10,groupe
Enseignement secondaire,107.9000015258789,Agadir,2020,102,10,groupe
Enseignement postsecondaire non supérieur,100.0,Agadir,2020,103,10,groupe
Enseignement supérieur,109.0999984741211,Agadir,2020,104,10,groupe
Enseignement non défini par niveau,100.19999694824219,Agadir,2020,105,10,groupe
Restaurants et hôtels,101.5999984741211,Agadir,2020,11,,division
Services de restauration,99.5,Agadir,2020,111,11,groupe
Services d'hébergement,144.3000030517578,Agadir,2020,112,11,groupe
Biens et services divers,102.69999694824219,Agadir,2020,12,,division
Soins corporels,102.80000305175781,Agadir,2020,121,12,groupe
Effets personnels non classés ailleurs,101.0,Agadir,2020,123,12,groupe
Assurance,103.80000305175781,Agadir,2020,125,12,groupe
Services financiers,100.0,Agadir,2020,126,12,groupe
Autres services,102.4000015258789,Agadir,2020,127,12,groupe
Indice général,102.69999694824219,Agadir,2020,,,total
Variation (en %),0.8840864300727844,Agadir,2020,,,total
Autres biens durables à fonction  récréative et culturelle,100.0,Agadir,2020,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",102.80000305175781,Agadir,2020,,,total
Produits alimentaires et boissons non alcoolisées,101.5,Al Hoceima,2020,01,,division
Produits alimentaires,101.5,Al Hoceima,2020,011,01,groupe
Boissons non alcoolisées,101.5,Al Hoceima,2020,012,01,groupe
Boissons alcoolisées et tabac,121.4000015258789,Al Hoceima,2020,02,,division
Boissons alcoolisées,99.4000015258789,Al Hoceima,2020,021,02,groupe
Tabac,122.80000305175781,Al Hoceima,2020,022,02,groupe
Articles d'habillement et chaussures,108.0,Al Hoceima,2020,03,,division
Articles d'habillement,108.9000015258789,Al Hoceima,2020,031,03,groupe
Chaussures,104.4000015258789,Al Hoceima,2020,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",99.30000305175781,Al Hoceima,2020,04,,division
Loyers effectifs,99.5999984741211,Al Hoceima,2020,041,04,groupe
Entretien et réparation des logements,98.5999984741211,Al Hoceima,2020,043,04,groupe
Alimentation en eau et services divers liés au logement,100.5,Al Hoceima,2020,044,04,groupe
"Electricité, gaz et autres combustibles",98.69999694824219,Al Hoceima,2020,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",101.19999694824219,Al Hoceima,2020,05,,division
Articles de ménage en textiles,93.19999694824219,Al Hoceima,2020,052,05,groupe
Appareils ménagers,95.30000305175781,Al Hoceima,2020,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",102.30000305175781,Al Hoceima,2020,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,104.0,Al Hoceima,2020,055,05,groupe
Biens et services liés à l'entretien courant du foyer,101.0999984741211,Al Hoceima,2020,056,05,groupe
Santé,101.5,Al Hoceima,2020,06,,division
"Produits, appareils et matériels médicaux",98.4000015258789,Al Hoceima,2020,061,06,groupe
Services ambulatoires,105.80000305175781,Al Hoceima,2020,062,06,groupe
Services hospitaliers,100.0,Al Hoceima,2020,063,06,groupe
Transport,101.5999984741211,Al Hoceima,2020,07,,division
Achat de véhicules,105.9000015258789,Al Hoceima,2020,071,07,groupe
Dépenses d'utilisation des véhicules,95.0,Al Hoceima,2020,072,07,groupe
Services de transport,111.5999984741211,Al Hoceima,2020,073,07,groupe
Communications,101.5999984741211,Al Hoceima,2020,08,,division
Services postaux,100.0,Al Hoceima,2020,081,08,groupe
Matériel de téléphonie et de télécopie,86.80000305175781,Al Hoceima,2020,082,08,groupe
Services de téléphonie et de télécopie,103.4000015258789,Al Hoceima,2020,083,08,groupe
Loisirs et culture,94.9000015258789,Al Hoceima,2020,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",88.0,Al Hoceima,2020,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",102.0,Al Hoceima,2020,093,09,groupe
Services récréatifs et culturels,102.5999984741211,Al Hoceima,2020,094,09,groupe
"Journaux, livres et articles de papeterie",100.30000305175781,Al Hoceima,2020,095,09,groupe
Enseignement,108.9000015258789,Al Hoceima,2020,10,,division
Enseignement préélémentaire et primaire,103.5,Al Hoceima,2020,101,10,groupe
Enseignement secondaire,111.69999694824219,Al Hoceima,2020,102,10,groupe
Enseignement postsecondaire non supérieur,100.0,Al Hoceima,2020,103,10,groupe
Enseignement non défini par niveau,100.0,Al Hoceima,2020,105,10,groupe
Restaurants et hôtels,106.69999694824219,Al Hoceima,2020,11,,division
Services de restauration,107.5,Al Hoceima,2020,111,11,groupe
Services d'hébergement,105.5999984741211,Al Hoceima,2020,112,11,groupe
Biens et services divers,102.30000305175781,Al Hoceima,2020,12,,division
Soins corporels,100.5999984741211,Al Hoceima,2020,121,12,groupe
Effets personnels non classés ailleurs,103.5999984741211,Al Hoceima,2020,123,12,groupe
Assurance,103.5,Al Hoceima,2020,125,12,groupe
Services financiers,101.5999984741211,Al Hoceima,2020,126,12,groupe
Autres services,114.9000015258789,Al Hoceima,2020,127,12,groupe
Autres biens durables à fonction  récréative et culturelle,116.69999694824219,Al Hoceima,2020,,,total
Indice général,102.19999694824219,Al Hoceima,2020,,,total
Variation (en %),0.7889546155929565,Al Hoceima,2020,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",106.19999694824219,Al Hoceima,2020,,,total
Produits alimentaires et boissons non alcoolisées,102.0999984741211,Béni Mellal,2020,01,,division
Produits alimentaires,102.30000305175781,Béni Mellal,2020,011,01,groupe
Boissons non alcoolisées,99.19999694824219,Béni Mellal,2020,012,01,groupe
Boissons alcoolisées et tabac,122.0999984741211,Béni Mellal,2020,02,,division
Tabac,122.0999984741211,Béni Mellal,2020,022,02,groupe
Articles d'habillement et chaussures,101.5,Béni Mellal,2020,03,,division
Articles d'habillement,100.69999694824219,Béni Mellal,2020,031,03,groupe
Chaussures,104.80000305175781,Béni Mellal,2020,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",101.80000305175781,Béni Mellal,2020,04,,division
Loyers effectifs,105.5999984741211,Béni Mellal,2020,041,04,groupe
Entretien et réparation des logements,100.19999694824219,Béni Mellal,2020,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Béni Mellal,2020,044,04,groupe
"Electricité, gaz et autres combustibles",100.0999984741211,Béni Mellal,2020,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",101.5999984741211,Béni Mellal,2020,05,,division
Articles de ménage en textiles,105.0,Béni Mellal,2020,052,05,groupe
Appareils ménagers,100.0,Béni Mellal,2020,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",107.80000305175781,Béni Mellal,2020,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,101.4000015258789,Béni Mellal,2020,055,05,groupe
Biens et services liés à l'entretien courant du foyer,97.9000015258789,Béni Mellal,2020,056,05,groupe
Santé,100.4000015258789,Béni Mellal,2020,06,,division
"Produits, appareils et matériels médicaux",98.19999694824219,Béni Mellal,2020,061,06,groupe
Services ambulatoires,103.0,Béni Mellal,2020,062,06,groupe
Services hospitaliers,100.5,Béni Mellal,2020,063,06,groupe
Transport,107.0,Béni Mellal,2020,07,,division
Achat de véhicules,110.80000305175781,Béni Mellal,2020,071,07,groupe
Dépenses d'utilisation des véhicules,103.0999984741211,Béni Mellal,2020,072,07,groupe
Services de transport,108.9000015258789,Béni Mellal,2020,073,07,groupe
Communications,103.30000305175781,Béni Mellal,2020,08,,division
Services postaux,100.0,Béni Mellal,2020,081,08,groupe
Matériel de téléphonie et de télécopie,79.0,Béni Mellal,2020,082,08,groupe
Services de téléphonie et de télécopie,105.5999984741211,Béni Mellal,2020,083,08,groupe
Loisirs et culture,98.9000015258789,Béni Mellal,2020,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",91.9000015258789,Béni Mellal,2020,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",102.69999694824219,Béni Mellal,2020,093,09,groupe
Services récréatifs et culturels,99.5999984741211,Béni Mellal,2020,094,09,groupe
"Journaux, livres et articles de papeterie",103.30000305175781,Béni Mellal,2020,095,09,groupe
Forfaits touristiques,119.0,Béni Mellal,2020,0960,096,groupe
Enseignement,100.0,Béni Mellal,2020,10,,division
Enseignement préélémentaire et primaire,100.0,Béni Mellal,2020,101,10,groupe
Enseignement secondaire,100.0,Béni Mellal,2020,102,10,groupe
Enseignement postsecondaire non supérieur,100.0,Béni Mellal,2020,103,10,groupe
Enseignement supérieur,100.0,Béni Mellal,2020,104,10,groupe
Enseignement non défini par niveau,100.0,Béni Mellal,2020,105,10,groupe
Restaurants et hôtels,110.5999984741211,Béni Mellal,2020,11,,division
Services de restauration,110.80000305175781,Béni Mellal,2020,111,11,groupe
Services d'hébergement,108.0999984741211,Béni Mellal,2020,112,11,groupe
Biens et services divers,101.19999694824219,Béni Mellal,2020,12,,division
Soins corporels,101.0999984741211,Béni Mellal,2020,121,12,groupe
Effets personnels non classés ailleurs,96.30000305175781,Béni Mellal,2020,123,12,groupe
Assurance,103.69999694824219,Béni Mellal,2020,125,12,groupe
Services financiers,100.0,Béni Mellal,2020,126,12,groupe
Autres services,103.30000305175781,Béni Mellal,2020,127,12,groupe
Indice général,102.5,Béni Mellal,2020,,,total
Variation (en %),1.2845849990844727,Béni Mellal,2020,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",105.5,Béni Mellal,2020,,,total
Produits alimentaires et boissons non alcoolisées,101.0999984741211,Casablanca,2020,01,,division
Produits alimentaires,101.30000305175781,Casablanca,2020,011,01,groupe
Boissons non alcoolisées,97.0,Casablanca,2020,012,01,groupe
Boissons alcoolisées et tabac,120.9000015258789,Casablanca,2020,02,,division
Boissons alcoolisées,101.0,Casablanca,2020,021,02,groupe
Tabac,122.0999984741211,Casablanca,2020,022,02,groupe
Articles d'habillement et chaussures,102.4000015258789,Casablanca,2020,03,,division
Articles d'habillement,102.0999984741211,Casablanca,2020,031,03,groupe
Chaussures,103.80000305175781,Casablanca,2020,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",102.19999694824219,Casablanca,2020,04,,division
Loyers effectifs,102.69999694824219,Casablanca,2020,041,04,groupe
Entretien et réparation des logements,110.4000015258789,Casablanca,2020,043,04,groupe
Alimentation en eau et services divers liés au logement,99.5999984741211,Casablanca,2020,044,04,groupe
"Electricité, gaz et autres combustibles",100.0999984741211,Casablanca,2020,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",100.0999984741211,Casablanca,2020,05,,division
Articles de ménage en textiles,98.19999694824219,Casablanca,2020,052,05,groupe
Appareils ménagers,99.5,Casablanca,2020,053,05,groupe
